question_id,question,method,k,target_tokens,hit_at_k,first_hit_rank,evidence_chunk_id,top1_preview,matched_keyword_count,matched_keywords
Q12,How are patients assessed and diagnosed for opioid use disorder?,sentence_pack,3,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,semantic,3,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::semantic::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",5,assessment|diagnosis|asam|clinician|multidimensional
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,fixed,3,5000,0,,,"form of understanding systems and processes in order to facilitate access to healthcare, and it also involves being willing to transform organizational structures to include people with experience of ...",0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,fixed_overlap,3,5000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed_overlap::3","partnered with an MMCO that contracted with three behavioral health providers to operate the mobile health units, which were staffed with a licensed nurse or certified SUD counselor and a peer support...",4,access|clark|psychiatry|therapy
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,recursive,3,5000,0,,,CMS Cross Cutting Initiative Behavioral Health Addressing the country’s behavioral health crisis is a key priority for CMS. Medicaid and the Children’s Health Insurance Program (CHIP) are the largest ...,0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,sentence_pack,3,5000,0,,,"Trial is fully funded by NIHR but has received implants at no cost from manufacturer and is preparing placebo implants at a modest cost. No payment has been made to Kings College, John Strang or NHS. ...",0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,semantic,3,5000,0,,,"However, individuals in rural areas have the highest level of opioid overdose and lacked access to providers that treat OUD.92 COBH used $6.7 million of the $30.1 million SOR federal grant to fund six...",0,
Q14,What types of staff are involved in the MOUD care team?,fixed,3,5000,0,,,and NADCP All rights reserved. • 17 === Page 18 === Procedures to Assure Treatment Adherence The following standards and procedures are adapted from the NADCP Adult Drug Court Best Practice Standards ...,0,
Q14,What types of staff are involved in the MOUD care team?,fixed_overlap,3,5000,0,,,"partnered with an MMCO that contracted with three behavioral health providers to operate the mobile health units, which were staffed with a licensed nurse or certified SUD counselor and a peer support...",0,
Q14,What types of staff are involved in the MOUD care team?,recursive,3,5000,1,2,Healing Hands for January 2024.txt::recursive::1,Healing Hands VI. The Re-Entry Mobile Health Center (cont.) The mobile program provides both inreach and outreach services. Inreach specialists can go into jails and prison systems to establish relati...,4,psychiatrist|nurse practitioner|outreach|nursing
Q14,What types of staff are involved in the MOUD care team?,sentence_pack,3,5000,1,2,Healing Hands for January 2024.txt::sentence_pack::1,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",4,psychiatrist|nurse practitioner|outreach|nursing
Q14,What types of staff are involved in the MOUD care team?,semantic,3,5000,0,,,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",0,
Q15,How can drug court participants be linked to medication-assisted treatment providers?,fixed,3,5000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,and NADCP All rights reserved. • 17 === Page 18 === Procedures to Assure Treatment Adherence The following standards and procedures are adapted from the NADCP Adult Drug Court Best Practice Standards ...,7,provider|locator|samhsa|physician|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,fixed_overlap,3,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",7,provider|locator|samhsa|physician|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,recursive,3,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",5,provider|samhsa|physician|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,sentence_pack,3,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::1,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",4,samhsa|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,semantic,3,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::3,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",4,samhsa|link|refer|office based
Q1,How should someone respond to an opioid overdose?,fixed,5,5000,1,1,14104_Community Management of Opioid Overdose.txt::fixed::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",4,naloxone|overdose|breathing|intranasal
Q1,How should someone respond to an opioid overdose?,fixed_overlap,5,5000,1,1,14104_Community Management of Opioid Overdose.txt::fixed_overlap::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",4,naloxone|overdose|breathing|intranasal
Q1,How should someone respond to an opioid overdose?,recursive,5,5000,1,1,14104_Community Management of Opioid Overdose.txt::recursive::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia  1211 Geneva 27  Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abus...",4,naloxone|overdose|breathing|intranasal
Q1,How should someone respond to an opioid overdose?,sentence_pack,5,5000,1,1,14104_Community Management of Opioid Overdose.txt::sentence_pack::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",4,naloxone|overdose|breathing|intranasal
Q1,How should someone respond to an opioid overdose?,semantic,5,5000,1,3,14104_Community Management of Opioid Overdose.txt::semantic::9,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",4,naloxone|overdose|breathing|intranasal
Q2,What are the signs and symptoms of opioid overdose?,fixed,5,5000,0,,,"contents of substances cannot be confirmed), providers may offer education that can reduce that person’s risk for overdose. The patient may benefit from education on strategies to reduce their unique ...",0,
Q2,What are the signs and symptoms of opioid overdose?,fixed_overlap,5,5000,0,,,"they were prescribed.                Never use drugs alone, tell a friend or call 988 to talk about overdose risk with a professional or peer counselor. Start with the lowest possible a...",0,
Q2,What are the signs and symptoms of opioid overdose?,recursive,5,5000,0,,,0.2–0.3 mg whereas high doses used for opioid dependence are 2–32 mg. Source: Adapted from (133) included 573 patients in the analysis. A decision-tree rule was developed which predicted safe discharg...,0,
Q2,What are the signs and symptoms of opioid overdose?,sentence_pack,5,5000,0,,,"Pesarsick, J, Gwilliam, M, Adeniran, O, Rudisill, T, Smith, G, & Hendricks, B. Identifying high-risk areas for nonfatal opioid overdose: a spatial case-control study using EMS run data. Annals of epid...",0,
Q2,What are the signs and symptoms of opioid overdose?,semantic,5,5000,0,,,"Avoid using drugs, including opioids, with alcohol. Taking opioids in combination with alcohol and/or other depressant medications like benzodiazepines or tranquilizers can greatly increase the risk o...",0,
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,fixed,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::1,"physicians who prescribe buprenorphine do not provide psychosocial treatment, the drug court will likely need to assist the participant to secure that treatment elsewhere in the community. • Clinician...",5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,fixed_overlap,5,5000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::1,generic equivalent is covered. Wisconsin: There is a diagnosis restriction. Wyoming: Client must have a diagnosis of opioid dependence or abuse. This is not to be used for the treatment of chronic pai...,4,buprenorphine|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,recursive,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::1,Buprenorphine (Partial Agonist) • Participants should wait until they are experiencing mild to moderate opioid withdrawal before taking the first dose of buprenorphine to reduce the risk of precipitat...,5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,sentence_pack,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::1,=== Page 19 ===  Buprenorphine (Partial Agonist) • Participants should wait until they are experiencing mild to moderate opioid withdrawal before taking the first dose of buprenorphine to reduce the r...,5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,semantic,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::semantic::3,• Buprenorphine may be started in a medical office or at home. • Psychosocial treatment should be provided in conjunction with the use of buprenorphine in the treatment of OUD. Because most physicians...,4,buprenorphine|partial agonist|withdrawal|suboxone
Q4,What is methadone and when is it recommended for OUD treatment?,fixed,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,fixed_overlap,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,recursive,5,5000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"9 Exemptions and Waivers for Prescribing Methadone Methadone is a DEA Schedule II medication used to treat both pain and OUD. For the treatment of OUD, methadone can only be ordered by a practitioner ...",5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,sentence_pack,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,semantic,5,5000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::1,"Information on treatment services available in or near your community can be obtained from your state health department, your state alcohol and drug agency, or SAMHSA’s FindTreatment.gov at https://fi...",5,methadone|agonist|daily dosing|otp|adherence
Q5,What is naltrexone and how does it work for opioid addiction?,fixed,5,5000,0,,,9 Ohio | Action Guide to Address Opioid Abuse Ohio | Action Guide to Address Opioid Abuse Ohio | Action Guide to Address Opioid Abuse Ohio | Action Guide to Address Opioid Abuse GOAL 4: PREVENT OVERDO...,0,
Q5,What is naltrexone and how does it work for opioid addiction?,fixed_overlap,5,5000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::1,"guidance, based on scientific evidence, on preventing mortality from drug overdose, in particular opioid overdose. While community management of opioid overdose with naloxone is expected to reduce the...",5,naltrexone|antagonist|relapse|vivitrol|injectable
Q5,What is naltrexone and how does it work for opioid addiction?,recursive,5,5000,0,,,"33. Purssell R, Godwin J, Moe J, Buxton J, Crabtree A, Kestler A, et al. Comparison of rates of opioid withdrawal symptoms and reversal of opioid toxicity in patients treated with two naloxone dosing ...",0,
Q5,What is naltrexone and how does it work for opioid addiction?,sentence_pack,5,5000,0,,,CHECKLIST  Disseminate the state's opioid prescribing guidelines  Provide opportunities for the proper disposal of unwanted or expired medication  Discuss the aggregate opioid prescribing data for ...,0,
Q5,What is naltrexone and how does it work for opioid addiction?,semantic,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::2,Participants should be warned about this and encouraged not to miss appointments. 12 • ©2018 ASAM and NADCP All rights reserved. === Page 13 ===  • Participants who discontinue partial agonist therapy...,6,naltrexone|antagonist|relapse|abstinent|vivitrol|injectable
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,fixed,5,5000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::fixed::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025 Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. Not...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,fixed_overlap,5,5000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::fixed_overlap::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025 Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. Not...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,recursive,5,5000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::recursive::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,sentence_pack,5,5000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::sentence_pack::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,semantic,5,5000,1,2,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::semantic::1,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,5,ccbhc|access|partnership|moud|behavioral health
Q7,What training do staff receive for the MOUD program?,fixed,5,5000,0,,,and NADCP All rights reserved. • 17 === Page 18 === Procedures to Assure Treatment Adherence The following standards and procedures are adapted from the NADCP Adult Drug Court Best Practice Standards ...,0,
Q7,What training do staff receive for the MOUD program?,fixed_overlap,5,5000,0,,,"partnered with an MMCO that contracted with three behavioral health providers to operate the mobile health units, which were staffed with a licensed nurse or certified SUD counselor and a peer support...",0,
Q7,What training do staff receive for the MOUD program?,recursive,5,5000,0,,,Healing Hands VI. The Re-Entry Mobile Health Center (cont.) The mobile program provides both inreach and outreach services. Inreach specialists can go into jails and prison systems to establish relati...,0,
Q7,What training do staff receive for the MOUD program?,sentence_pack,5,5000,0,,,"Tobin 2009 Baltimore, USA n=250 street drug users, FU=85, followed up at 6 months Taught risk factors, sign and symptoms of opiate OD and strategies for preventing opiate OD and trained in IM injectio...",0,
Q7,What training do staff receive for the MOUD program?,semantic,5,5000,0,,,"However, individuals in rural areas have the highest level of opioid overdose and lacked access to providers that treat OUD.92 COBH used $6.7 million of the $30.1 million SOR federal grant to fund six...",0,
Q8,How is medication-assisted treatment billed and financed?,fixed,5,5000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed::1","engagement.55 Despite the COVID-19 public health emergency expiring on May 11, 2023,52 work is underway to retain some of the flexibilities implemented during the COVID-19 pandemic.56 Policy Challenge...",5,medicaid|billing|insurance|reimburse|code
Q8,How is medication-assisted treatment billed and financed?,fixed_overlap,5,5000,1,2,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed_overlap::2",Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders i Acknowledgments This report was prepared for the Sub...,4,medicaid|billing|insurance|grant
Q8,How is medication-assisted treatment billed and financed?,recursive,5,5000,0,,,"Efforts to inflate the cost of prescription drugs point to the urgent need for better regulation of the pharmaceutical industry. For example, a recently filed lawsuit alleges that the manufacturer of ...",0,
Q8,How is medication-assisted treatment billed and financed?,sentence_pack,5,5000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::sentence_pack::1",Nearly every state expanded access to telehealth for mental health and treatment of SUD during this period.54 Data shows that the expansion of telehealth reduced treatment dropout and increased MOUD t...,5,medicaid|billing|insurance|reimburse|code
Q8,How is medication-assisted treatment billed and financed?,semantic,5,5000,1,5,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::semantic::7",Estimates of the annual costs related to opioid use disorder (OUD) and overdose deaths have steadily increased from $504 billion in 201510 to $1.02 trillion in 201711 and $1.5 trillion in 2020.7 The a...,4,medicaid|billing|insurance|grant
Q9,What is opioid withdrawal and how should it be managed?,fixed,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,fixed_overlap,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,recursive,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,sentence_pack,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,semantic,5,5000,0,,,The body’s adjustment to dose is part of an expected phenomenon known as physical dependence. Physical dependence includes both a tolerance and a withdrawal component. Withdrawal can happen when a per...,0,
Q10,What psychosocial treatments are recommended alongside medication for OUD?,fixed,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,fixed_overlap,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,recursive,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,sentence_pack,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,semantic,5,5000,1,1,SAMHSA Overdose Prevention and Response Toolkit.txt::semantic::2,"Information on treatment services available in or near your community can be obtained from your state health department, your state alcohol and drug agency, or SAMHSA’s FindTreatment.gov at https://fi...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q11,What is the role of drug testing in drug court programs?,fixed,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::1,and NADCP All rights reserved. • 17 === Page 18 === Procedures to Assure Treatment Adherence The following standards and procedures are adapted from the NADCP Adult Drug Court Best Practice Standards ...,6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,fixed_overlap,5,5000,1,2,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,recursive,5,5000,1,2,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,sentence_pack,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::1,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,semantic,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::3,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q12,How are patients assessed and diagnosed for opioid use disorder?,fixed,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,fixed_overlap,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,recursive,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,sentence_pack,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,semantic,5,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::semantic::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",5,assessment|diagnosis|asam|clinician|multidimensional
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,fixed,5,5000,0,,,"form of understanding systems and processes in order to facilitate access to healthcare, and it also involves being willing to transform organizational structures to include people with experience of ...",0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,fixed_overlap,5,5000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed_overlap::3","partnered with an MMCO that contracted with three behavioral health providers to operate the mobile health units, which were staffed with a licensed nurse or certified SUD counselor and a peer support...",4,access|clark|psychiatry|therapy
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,recursive,5,5000,0,,,CMS Cross Cutting Initiative Behavioral Health Addressing the country’s behavioral health crisis is a key priority for CMS. Medicaid and the Children’s Health Insurance Program (CHIP) are the largest ...,0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,sentence_pack,5,5000,0,,,"Trial is fully funded by NIHR but has received implants at no cost from manufacturer and is preparing placebo implants at a modest cost. No payment has been made to Kings College, John Strang or NHS. ...",0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,semantic,5,5000,0,,,"However, individuals in rural areas have the highest level of opioid overdose and lacked access to providers that treat OUD.92 COBH used $6.7 million of the $30.1 million SOR federal grant to fund six...",0,
Q14,What types of staff are involved in the MOUD care team?,fixed,5,5000,1,4,Healing Hands for January 2024.txt::fixed::1,and NADCP All rights reserved. • 17 === Page 18 === Procedures to Assure Treatment Adherence The following standards and procedures are adapted from the NADCP Adult Drug Court Best Practice Standards ...,4,psychiatrist|nurse practitioner|outreach|nursing
Q14,What types of staff are involved in the MOUD care team?,fixed_overlap,5,5000,0,,,"partnered with an MMCO that contracted with three behavioral health providers to operate the mobile health units, which were staffed with a licensed nurse or certified SUD counselor and a peer support...",0,
Q14,What types of staff are involved in the MOUD care team?,recursive,5,5000,1,2,Healing Hands for January 2024.txt::recursive::1,Healing Hands VI. The Re-Entry Mobile Health Center (cont.) The mobile program provides both inreach and outreach services. Inreach specialists can go into jails and prison systems to establish relati...,4,psychiatrist|nurse practitioner|outreach|nursing
Q14,What types of staff are involved in the MOUD care team?,sentence_pack,5,5000,1,2,Healing Hands for January 2024.txt::sentence_pack::1,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",4,psychiatrist|nurse practitioner|outreach|nursing
Q14,What types of staff are involved in the MOUD care team?,semantic,5,5000,0,,,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",0,
