model,query,topic,k,mode,precision,recall,mrr,f1,num_relevant_total,top_score,retrieved_preview
BGE-small-en,What is naltrexone and how does it work for opioid addiction?,naloxone,7,baseline,0.5714,0.1538,1.0,0.2424,26,0.7593,"8-Hour DEA Training  8-Hour Education Options  - Online 8-Hour MOUD Training - Online 8-Hour MSUD Training (only course  ||| This aims to detect relapse to opioid use, and abuse of other substances.Some programmes check urine in oxder to dischar ||| ## Scaling up opioid dependence treatment in low- and middle-income settings  Zunyou Wu a &amp; Nicolas Clark b  Opioids ||| ## Physician-Patient Alliance for Health & Safety  # The value of Non-Opioid Therapy in Reducing Opioid Harms  Editor’s  ||| There are three main choices for medication to treat opioid addiction: methadone, buprenorphine and naltrexone. People c ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| The Comprehensive Addiction and Recovery Act (CARA)  The Comprehensive Addiction and Recovery Act (CARA) establishes a c"
BGE-small-en,How is the FQHC and CCBHC partnership structured for MOUD delivery?,treatment,7,baseline,1.0,0.1228,1.0,0.2188,57,0.7858,"A Federally Qualified Health Center and Certified Community Behavioral Health Clinic Partnership in Rural Missouri  Cert ||| ## A Model for Compassionate And Accessible Mental Health and Substance Use Care  What does high-quality, evidence-based ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| ## Resources  People experiencing homelessness or housing insecurity often navigate two complex systems alone, behaviora ||| States are employing various Medicaid options, such as the Section 223 CCBHC Medicaid Demonstration, State Plan Amendmen ||| Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to ||| ## Workforce Solutions Partnership: CALL TO ACTION TO BUILD A SUSTAINABLE BEHAVIORAL HEALTH WORKFORCE  ## Introduction  "
BGE-small-en,What training do staff receive for the MOUD program?,treatment,7,baseline,0.8571,0.1071,1.0,0.1905,56,0.6859,"This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| A Federally Qualified Health Center and Certified Community Behavioral Health Clinic Partnership in Rural Missouri  Cert ||| 8-Hour DEA Training  8-Hour Education Options  - Online 8-Hour MOUD Training - Online 8-Hour MSUD Training (only course  ||| ## Interprofessional opioid and addiction teaching day for third year medical and pharmacy students  # Abstract  The nat ||| For example, dispensing hours of OST clinics may need to be changed during Ramadan, in order to facilitate continued the ||| ## HHS Public Access  Author manuscript  J Interprof Care. Author manuscript; available in PMC 2020 March 05. Published  ||| ## The Opioid Epidemic Practical Toolkit :  Helping Faith-based and Community Leaders Bring Hope and Healing to Our Comm"
BGE-small-en,How is medication-assisted treatment billed and financed?,legal,7,baseline,0.8571,0.1364,1.0,0.2353,44,0.7003,"ACA included a provision for Medicaid to reimburse providers for coordinated health care for Medicaid enrollees in behav ||| For example, dispensing hours of OST clinics may need to be changed during Ramadan, in order to facilitate continued the ||| Medicaid coverage of medications for treatment of SUDs is essential to support the long-term recovery of individuals. Th ||| Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to ||| There are three main choices for medication to treat opioid addiction: methadone, buprenorphine and naltrexone. People c"
BGE-small-en,What is opioid withdrawal and how should it be managed?,withdrawal,7,baseline,0.5714,0.1176,1.0,0.1951,34,0.7761,"Recovery Position  If you do not have training in rescue breathing and chest compressions, follow the instructions of th ||| Patients prescribed opioids but unable to access ongoing care (243) might be at risk for abrupt opioid discontinuation a ||| ## Physician-Patient Alliance for Health & Safety  # The value of Non-Opioid Therapy in Reducing Opioid Harms  Editor’s  ||| ## Opioid substitution: improving cost-efficiency  Sheena Sullivan a  The United Nations Office of Drugs and Crime in it ||| • 25  [Table 1] | ASAM | American Society of Addiction Medicine | | --- | --- | | COWS | Clinical Opioid Withdrawal Scal ||| ## Five Facts Debunk Myths About Opioid Crisis  The opioid crisis is a major focus of this election cycle, but misinform ||| Ideas, insights and resources to inspire opioid stewardship. The use and misuse of opiate-based prescription, synthetic "
BGE-small-en,What psychosocial treatments are recommended alongside medication for OUD?,mental_health,7,baseline,1.0,0.0707,1.0,0.1321,99,0.7258,"## How States Use Opioid Use Disorder Treatment Measures to Inform Decision-Making  # Overview  Most states collect and  ||| Recovery Position  If you do not have training in rescue breathing and chest compressions, follow the instructions of th ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| Medicaid coverage of medications for treatment of SUDs is essential to support the long-term recovery of individuals. Th ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| Guidelines for the Psychosocially Assisted Pharmacological Treatment of Opioid Dependence  ## Guidelines for the Psychos ||| ACA included a provision for Medicaid to reimburse providers for coordinated health care for Medicaid enrollees in behav"
BGE-small-en,What is the role of drug testing in drug court programs?,legal,7,baseline,0.5714,0.1538,1.0,0.2424,26,0.7269,"A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| Ideally, clinicians would only test for substances for which results could affect patient management. However, it can be ||| This aims to detect relapse to opioid use, and abuse of other substances.Some programmes check urine in oxder to dischar ||| The process should be transparent and outlined in a clinical governance document. Treatment of opioid dependence should  ||| For the first time since 1965, Medicaid is being authorized to cover some health services pre-release from incarceration ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr"
BGE-small-en,How are patients assessed and diagnosed for opioid use disorder?,treatment,7,baseline,0.7143,0.0769,1.0,0.1389,65,0.7769,"Those unable to provide treatment themselves should arrange for patients with opioid use disorder to receive care from a ||| The process should be transparent and outlined in a clinical governance document. Treatment of opioid dependence should  ||| ## How States Use Opioid Use Disorder Treatment Measures to Inform Decision-Making  # Overview  Most states collect and  ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| Patients prescribed opioids but unable to access ongoing care (243) might be at risk for abrupt opioid discontinuation a ||| This aims to detect relapse to opioid use, and abuse of other substances.Some programmes check urine in oxder to dischar ||| WHY GUIDELINES FOR PRIMARY CARE PROVIDERS? Primary care providers account for approximately 50% of prescription opioids "
BGE-small-en,What are the successes and challenges of the Access-Clark MOUD partnership?,treatment,7,baseline,1.0,0.0778,1.0,0.1443,90,0.7451,"A Federally Qualified Health Center and Certified Community Behavioral Health Clinic Partnership in Rural Missouri  Cert ||| ## Workforce Solutions Partnership: CALL TO ACTION TO BUILD A SUSTAINABLE BEHAVIORAL HEALTH WORKFORCE  ## Introduction   ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| ## A Model for Compassionate And Accessible Mental Health and Substance Use Care  What does high-quality, evidence-based ||| CMS Cross Cutting Initiative Behavioral Health Addressing the country’s behavioral health crisis is a key priority for C ||| ## HHS Public Access  Author manuscript  J Interprof Care. Author manuscript; available in PMC 2020 March 05. Published  ||| ## Opportunities to Promote Medications for Opioid Use Disorder in Federally Qualified Health Centers  JANUARY 2024  By "
BGE-small-en,What types of staff are involved in the MOUD care team?,treatment,7,baseline,0.2857,0.0714,1.0,0.1143,28,0.6503,"This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| A Federally Qualified Health Center and Certified Community Behavioral Health Clinic Partnership in Rural Missouri  Cert ||| ## HHS Public Access  Author manuscript  J Interprof Care. Author manuscript; available in PMC 2020 March 05. Published  ||| For example, dispensing hours of OST clinics may need to be changed during Ramadan, in order to facilitate continued the ||| Of these, one became director of his organization some time after the rotation and one became acting head of the medicin ||| Those unable to provide treatment themselves should arrange for patients with opioid use disorder to receive care from a ||| ## Interprofessional opioid and addiction teaching day for third year medical and pharmacy students  # Abstract  The nat"
BGE-small-en,How can drug court participants be linked to medication-assisted treatment providers?,treatment,7,baseline,1.0,0.0824,1.0,0.1522,85,0.7915,"A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no ||| There are three main choices for medication to treat opioid addiction: methadone, buprenorphine and naltrexone. People c ||| Those unable to provide treatment themselves should arrange for patients with opioid use disorder to receive care from a ||| ## HHS Public Access  Author manuscript  J Interprof Care. Author manuscript; available in PMC 2020 March 05. Published  ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| ## Doctors reluctant to treat addiction most commonly report “lack of institutional support” as barrier  A new study has"
TF-IDF,How should someone respond to an opioid overdose?,overdose,7,baseline,0.8571,0.1224,1.0,0.2143,49,0.3301,"Recovery Position  If you do not have training in rescue breathing and chest compressions, follow the instructions of th ||| ## SAMHSA  ## Overdose Prevention  i  SAMHSA Overdose Prevention and Response Toolkit update was prepared for the Substa ||| What to know  - The number of opioid-involved deaths increased substantially from 1999 to 2023, but 2023 marked the firs ||| In some of these countries the number of people receiving such treatment has increased dramatically in recent years (Far ||| The process should be transparent and outlined in a clinical governance document. Treatment of opioid dependence should  ||| Some ""overdose"" deaths may also have been recorded in this category. In all cities many deaths were recorded under ""othe ||| Ideally, clinicians would only test for substances for which results could affect patient management. However, it can be"
TF-IDF,What are the signs and symptoms of opioid overdose?,overdose,7,baseline,0.1429,0.3333,0.5,0.2,3,0.2923,"Recovery Position  If you do not have training in rescue breathing and chest compressions, follow the instructions of th ||| ## SAMHSA  ## Overdose Prevention  i  SAMHSA Overdose Prevention and Response Toolkit update was prepared for the Substa ||| What to know  - The number of opioid-involved deaths increased substantially from 1999 to 2023, but 2023 marked the firs ||| Multiple experts from OWG expressed concern that including specific dosage thresholds in a main recommendation statement ||| FDA Approves First Nalmefene Hydrochloride Auto-Injector to Reverse Opioid Overdose  Agency Continues to Support Develop ||| Opioid Use Disorder: Rural Policy Brief  Key points  - Drug overdoses are one of the leading causes of injury death in a ||| In some of these countries the number of people receiving such treatment has increased dramatically in recent years (Far"
TF-IDF,What is buprenorphine and how is it used to treat opioid use disorder?,treatment,7,baseline,0.8571,0.1176,1.0,0.2069,51,0.4578,"Ideally, clinicians would only test for substances for which results could affect patient management. However, it can be ||| [Table 1] |  |  |  |  |  |  | | --- | --- | --- | --- | --- | --- | | Interprofessional Education Guidelines on Opioid U ||| The process should be transparent and outlined in a clinical governance document. Treatment of opioid dependence should  ||| Guidelines for the Psychosocially Assisted Pharmacological Treatment of Opioid Dependence  ## Guidelines for the Psychos ||| September 20, 2018  Media Contact:  Shweta Adyanthaya  Washington, D.C. – Facing Addiction in America: The Surgeon Gener ||| Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol ||| structured psychotherapy); this topic is discussed in Chapter 6. ## 4 Guidelines for health systems at national and subn"
TF-IDF,What is methadone and when is it recommended for OUD treatment?,treatment,7,baseline,0.7143,0.1389,1.0,0.2326,36,0.3963,"## How States Use Opioid Use Disorder Treatment Measures to Inform Decision-Making  # Overview  Most states collect and  ||| Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| In several countries, a numbex of programmes test for physical dependence by administration of Naloxone to precipitate w ||| ## Opportunities to Promote Medications for Opioid Use Disorder in Federally Qualified Health Centers  JANUARY 2024  By  ||| A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no ||| Distr. :GENERAL  ## THE USES OF METHADONE IN THE TREATMENT AND MANAGEMENT OF OPIOID DEPENDENCE  Edited by Gossop, M.; Gr"
TF-IDF,What is naltrexone and how does it work for opioid addiction?,naloxone,7,baseline,0.8571,0.2308,1.0,0.3636,26,0.2179,"Ideally, clinicians would only test for substances for which results could affect patient management. However, it can be ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| September 20, 2018  Media Contact:  Shweta Adyanthaya  Washington, D.C. – Facing Addiction in America: The Surgeon Gener ||| The process should be transparent and outlined in a clinical governance document. Treatment of opioid dependence should  ||| A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no ||| Guidelines for the Psychosocially Assisted Pharmacological Treatment of Opioid Dependence  ## Guidelines for the Psychos ||| 8-Hour DEA Training  8-Hour Education Options  - Online 8-Hour MOUD Training - Online 8-Hour MSUD Training (only course "
TF-IDF,How is the FQHC and CCBHC partnership structured for MOUD delivery?,treatment,7,baseline,1.0,0.1228,1.0,0.2188,57,0.2356,"## A Model for Compassionate And Accessible Mental Health and Substance Use Care  What does high-quality, evidence-based ||| ## Opportunities to Promote Medications for Opioid Use Disorder in Federally Qualified Health Centers  JANUARY 2024  By  ||| A Federally Qualified Health Center and Certified Community Behavioral Health Clinic Partnership in Rural Missouri  Cert ||| ## 2024 CCBHC IMPACT REPORT  NATIONAL CouNCIL for Mental Wellbeing  ## TABLE OF CONTENTS  | Impact Highlights........... ||| | STRATEGIESUSEDBYCCBHCSTOMITIGATETHEWORKFORCESHORTAGE                                                                   ||| ## Resources  People experiencing homelessness or housing insecurity often navigate two complex systems alone, behaviora ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr"
TF-IDF,What training do staff receive for the MOUD program?,treatment,7,baseline,0.5714,0.0714,1.0,0.127,56,0.3484,"A Federally Qualified Health Center and Certified Community Behavioral Health Clinic Partnership in Rural Missouri  Cert ||| ## Opportunities to Promote Medications for Opioid Use Disorder in Federally Qualified Health Centers  JANUARY 2024  By  ||| 8-Hour DEA Training  8-Hour Education Options  - Online 8-Hour MOUD Training - Online 8-Hour MSUD Training (only course  ||| For example, dispensing hours of OST clinics may need to be changed during Ramadan, in order to facilitate continued the ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| | STRATEGIESUSEDBYCCBHCSTOMITIGATETHEWORKFORCESHORTAGE                                                                   ||| ## 2024 CCBHC IMPACT REPORT  NATIONAL CouNCIL for Mental Wellbeing  ## TABLE OF CONTENTS  | Impact Highlights..........."
TF-IDF,How is medication-assisted treatment billed and financed?,legal,7,baseline,0.2857,0.0455,0.25,0.0784,44,0.1036,"A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| structured psychotherapy); this topic is discussed in Chapter 6. ## 4 Guidelines for health systems at national and subn ||| A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no ||| Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to ||| September 20, 2018  Media Contact:  Shweta Adyanthaya  Washington, D.C. – Facing Addiction in America: The Surgeon Gener ||| Guidelines for the Psychosocially Assisted Pharmacological Treatment of Opioid Dependence  ## Guidelines for the Psychos ||| The process should be transparent and outlined in a clinical governance document. Treatment of opioid dependence should "
TF-IDF,What is opioid withdrawal and how should it be managed?,withdrawal,7,baseline,1.0,0.2059,1.0,0.3415,34,0.2585,"The process should be transparent and outlined in a clinical governance document. Treatment of opioid dependence should  ||| Guidelines for the Psychosocially Assisted Pharmacological Treatment of Opioid Dependence  ## Guidelines for the Psychos ||| Ideally, clinicians would only test for substances for which results could affect patient management. However, it can be ||| ## Physician-Patient Alliance for Health & Safety  # The value of Non-Opioid Therapy in Reducing Opioid Harms  Editor’s  ||| Multiple experts from OWG expressed concern that including specific dosage thresholds in a main recommendation statement ||| ## OPERATIONAL GUIDELINES FOR THE MANAGEMENT OF  ## OPIOID DEPENDENCE  IN THE SOUTH-EAST ASIA REGION  Operational guidel ||| structured psychotherapy); this topic is discussed in Chapter 6. ## 4 Guidelines for health systems at national and subn"
TF-IDF,What psychosocial treatments are recommended alongside medication for OUD?,mental_health,7,baseline,1.0,0.0707,1.0,0.1321,99,0.2157,"## How States Use Opioid Use Disorder Treatment Measures to Inform Decision-Making  # Overview  Most states collect and  ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol ||| A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no ||| ## Opportunities to Promote Medications for Opioid Use Disorder in Federally Qualified Health Centers  JANUARY 2024  By  ||| ACA included a provision for Medicaid to reimburse providers for coordinated health care for Medicaid enrollees in behav ||| Guidelines for the Psychosocially Assisted Pharmacological Treatment of Opioid Dependence  ## Guidelines for the Psychos"
TF-IDF,What is the role of drug testing in drug court programs?,legal,7,baseline,0.5714,0.1538,1.0,0.2424,26,0.3143,"A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| • 25  [Table 1] | ASAM | American Society of Addiction Medicine | | --- | --- | | COWS | Clinical Opioid Withdrawal Scal ||| In some of these countries the number of people receiving such treatment has increased dramatically in recent years (Far ||| In several countries, a numbex of programmes test for physical dependence by administration of Naloxone to precipitate w ||| Some ""overdose"" deaths may also have been recorded in this category. In all cities many deaths were recorded under ""othe ||| Distr. :GENERAL  ## THE USES OF METHADONE IN THE TREATMENT AND MANAGEMENT OF OPIOID DEPENDENCE  Edited by Gossop, M.; Gr"
TF-IDF,How are patients assessed and diagnosed for opioid use disorder?,treatment,7,baseline,1.0,0.1077,1.0,0.1944,65,0.2884,"Ideally, clinicians would only test for substances for which results could affect patient management. However, it can be ||| Patients prescribed opioids but unable to access ongoing care (243) might be at risk for abrupt opioid discontinuation a ||| Clinicians should avoid prescribing opioids to patients with moderate or severe sleep-disordered breathing, whenever pos ||| Multiple experts from OWG expressed concern that including specific dosage thresholds in a main recommendation statement ||| [Table 1] |  |  |  |  |  |  | | --- | --- | --- | --- | --- | --- | | Interprofessional Education Guidelines on Opioid U ||| The process should be transparent and outlined in a clinical governance document. Treatment of opioid dependence should  ||| ## Guideline Recommendations and Guiding Principles  # Key points The 2022 Clinical Practice Guideline for Prescribing O"
TF-IDF,What are the successes and challenges of the Access-Clark MOUD partnership?,treatment,7,baseline,0.8571,0.0667,1.0,0.1237,90,0.5761,A Federally Qualified Health Center and Certified Community Behavioral Health Clinic Partnership in Rural Missouri  Cert ||| ## Opportunities to Promote Medications for Opioid Use Disorder in Federally Qualified Health Centers  JANUARY 2024  By  ||| ## Workforce Solutions Partnership: CALL TO ACTION TO BUILD A SUSTAINABLE BEHAVIORAL HEALTH WORKFORCE  ## Introduction   ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol ||| ## 2024 CCBHC IMPACT REPORT  NATIONAL CouNCIL for Mental Wellbeing  ## TABLE OF CONTENTS  | Impact Highlights........... ||| 8-Hour DEA Training  8-Hour Education Options  - Online 8-Hour MOUD Training - Online 8-Hour MSUD Training (only course 
TF-IDF,What types of staff are involved in the MOUD care team?,treatment,7,baseline,0.7143,0.1786,1.0,0.2857,28,0.2936,"A Federally Qualified Health Center and Certified Community Behavioral Health Clinic Partnership in Rural Missouri  Cert ||| ## Opportunities to Promote Medications for Opioid Use Disorder in Federally Qualified Health Centers  JANUARY 2024  By  ||| | STRATEGIESUSEDBYCCBHCSTOMITIGATETHEWORKFORCESHORTAGE                                                                   ||| For example, dispensing hours of OST clinics may need to be changed during Ramadan, in order to facilitate continued the ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| ## A Model for Compassionate And Accessible Mental Health and Substance Use Care  What does high-quality, evidence-based ||| 8-Hour DEA Training  8-Hour Education Options  - Online 8-Hour MOUD Training - Online 8-Hour MSUD Training (only course "
TF-IDF,How can drug court participants be linked to medication-assisted treatment providers?,treatment,7,baseline,1.0,0.0824,1.0,0.1522,85,0.4325,"A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| • 25  [Table 1] | ASAM | American Society of Addiction Medicine | | --- | --- | | COWS | Clinical Opioid Withdrawal Scal ||| There are three main choices for medication to treat opioid addiction: methadone, buprenorphine and naltrexone. People c ||| In several countries, a numbex of programmes test for physical dependence by administration of Naloxone to precipitate w ||| June 2018  ## ACTION GUIDE To Address opioid Abuse  Promoting Wellness and Recovery  ·  mha.ohio.gov/gcoat  ## TABLE OF  ||| structured psychotherapy); this topic is discussed in Chapter 6. ## 4 Guidelines for health systems at national and subn"
BM25,How should someone respond to an opioid overdose?,overdose,7,baseline,0.8571,0.1224,1.0,0.2143,49,20.0872,"## SAMHSA  ## Overdose Prevention  i  SAMHSA Overdose Prevention and Response Toolkit update was prepared for the Substa ||| Recovery Position  If you do not have training in rescue breathing and chest compressions, follow the instructions of th ||| ## Hope startwith  NATIONAL COUNCIL Mental Wellbeing for  ## CHANGE IS RARELY A STRAIGHT LINE: Conversation Paths to Sup ||| ## Alternatives to Opioids When a Physician Offers Opioids to Treat Pain  Whether your child has struggled with opioid d ||| June 2018  ## ACTION GUIDE To Address opioid Abuse  Promoting Wellness and Recovery  ·  mha.ohio.gov/gcoat  ## TABLE OF  ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no"
BM25,What are the signs and symptoms of opioid overdose?,overdose,7,baseline,0.2857,0.6667,1.0,0.4,3,21.9896,"## SAMHSA  ## Overdose Prevention  i  SAMHSA Overdose Prevention and Response Toolkit update was prepared for the Substa ||| Recovery Position  If you do not have training in rescue breathing and chest compressions, follow the instructions of th ||| Multiple experts from OWG expressed concern that including specific dosage thresholds in a main recommendation statement ||| Patients prescribed opioids but unable to access ongoing care (243) might be at risk for abrupt opioid discontinuation a ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| ## Hope startwith  NATIONAL COUNCIL Mental Wellbeing for  ## CHANGE IS RARELY A STRAIGHT LINE: Conversation Paths to Sup ||| Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol"
BM25,What is buprenorphine and how is it used to treat opioid use disorder?,treatment,7,baseline,0.8571,0.1176,1.0,0.2069,51,23.1596,"## SAMHSA  ## Overdose Prevention  i  SAMHSA Overdose Prevention and Response Toolkit update was prepared for the Substa ||| A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol ||| 8-Hour DEA Training  8-Hour Education Options  - Online 8-Hour MOUD Training - Online 8-Hour MSUD Training (only course  ||| The process should be transparent and outlined in a clinical governance document. Treatment of opioid dependence should  ||| Ideally, clinicians would only test for substances for which results could affect patient management. However, it can be ||| ## Alternatives to Opioids When a Physician Offers Opioids to Treat Pain  Whether your child has struggled with opioid d"
BM25,What is methadone and when is it recommended for OUD treatment?,treatment,7,baseline,1.0,0.1944,1.0,0.3256,36,21.8287,"A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no ||| ## SAMHSA  ## Overdose Prevention  i  SAMHSA Overdose Prevention and Response Toolkit update was prepared for the Substa ||| Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol ||| The process should be transparent and outlined in a clinical governance document. Treatment of opioid dependence should  ||| ## How States Use Opioid Use Disorder Treatment Measures to Inform Decision-Making  # Overview  Most states collect and  ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr"
BM25,What is naltrexone and how does it work for opioid addiction?,naloxone,7,baseline,1.0,0.2692,1.0,0.4242,26,20.4039,"A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioi ||| ## SAMHSA  ## Overdose Prevention  i  SAMHSA Overdose Prevention and Response Toolkit update was prepared for the Substa ||| 8-Hour DEA Training  8-Hour Education Options  - Online 8-Hour MOUD Training - Online 8-Hour MSUD Training (only course  ||| A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no ||| Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol ||| Ideally, clinicians would only test for substances for which results could affect patient management. However, it can be ||| Recovery Position  If you do not have training in rescue breathing and chest compressions, follow the instructions of th"
BM25,How is the FQHC and CCBHC partnership structured for MOUD delivery?,treatment,7,baseline,1.0,0.1228,1.0,0.2188,57,28.5762,"A Federally Qualified Health Center and Certified Community Behavioral Health Clinic Partnership in Rural Missouri  Cert ||| ## Opportunities to Promote Medications for Opioid Use Disorder in Federally Qualified Health Centers  JANUARY 2024  By  ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| ## 2024 CCBHC IMPACT REPORT  NATIONAL CouNCIL for Mental Wellbeing  ## TABLE OF CONTENTS  | Impact Highlights........... ||| ## A Model for Compassionate And Accessible Mental Health and Substance Use Care  What does high-quality, evidence-based ||| ## Resources  People experiencing homelessness or housing insecurity often navigate two complex systems alone, behaviora ||| | STRATEGIESUSEDBYCCBHCSTOMITIGATETHEWORKFORCESHORTAGE                                                                  "
BM25,What training do staff receive for the MOUD program?,treatment,7,baseline,0.7143,0.0893,1.0,0.1587,56,13.9531,## Opportunities to Promote Medications for Opioid Use Disorder in Federally Qualified Health Centers  JANUARY 2024  By  ||| A Federally Qualified Health Center and Certified Community Behavioral Health Clinic Partnership in Rural Missouri  Cert ||| This follows a trend in recent years among state Medicaid agencies as well as other insurers of reducing or otherwise pr ||| Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol ||| 8-Hour DEA Training  8-Hour Education Options  - Online 8-Hour MOUD Training - Online 8-Hour MSUD Training (only course  ||| ## SAMHSA  ## Overdose Prevention  i  SAMHSA Overdose Prevention and Response Toolkit update was prepared for the Substa ||| ## 2024 CCBHC IMPACT REPORT  NATIONAL CouNCIL for Mental Wellbeing  ## TABLE OF CONTENTS  | Impact Highlights...........
BM25,How is medication-assisted treatment billed and financed?,legal,7,baseline,0.5714,0.0909,1.0,0.1569,44,15.6555,"A Federally Qualified Health Center and Certified Community Behavioral Health Clinic Partnership in Rural Missouri  Cert ||| Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to ||| There are three main choices for medication to treat opioid addiction: methadone, buprenorphine and naltrexone. People c ||| Opioid Use Disorder: Rural Policy Brief  Key points  - Drug overdoses are one of the leading causes of injury death in a ||| September 20, 2018  Media Contact:  Shweta Adyanthaya  Washington, D.C. – Facing Addiction in America: The Surgeon Gener ||| States are employing various Medicaid options, such as the Section 223 CCBHC Medicaid Demonstration, State Plan Amendmen ||| A Drug Court Team Member’s Guide to Medication in Addiction Treatment  Introduction This pocket guide is intended for no"
